X,Obs_Name,Selection,View,Channel,Begin.Time..s.,End.Time..s.,High.Freq..Hz.,Low.Freq..Hz.,Center.Freq..Hz.,Avg.Entropy..bits.,Peak.Freq.Contour..Hz.,PFC.Max.Freq..Hz.,PFC.Min.Freq..Hz.,Freq.5...Hz.,Freq.95...Hz.,BW.90...Hz.,Peak.Freq..Hz.,Syllable,No_of_Notes,Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5
2081,CH1_SD37_20210303_063000-5,79,Spectrogram 1,1,67.22323406,68.14321316,3020.185,1366.274,2062.5,2.927,1500.000;1500.000;2625.000;2531.250;2718.750;2718.750;2812.500;2812.500;2718.750;2625.000;2625.000;2625.000;2718.750;2625.000;2625.000;1500.000;1500.000;2625.000;1406.250;2437.500;2437.500;1875.000;1781.250;1500.000;1781.250;2437.500;1875.000;1781.250;1875.000;1968.750;2531.250;1781.250;1875.000;1875.000;1875.000;2062.500;2062.500;2062.500;2250.000;2250.000;2250.000;2250.000;1875.000;1875.000;1875.000;2062.500;2062.500;2250.000;2343.750;2343.750;2250.000;2156.250;2062.500;2062.500;2062.500;2156.250;2062.500;1875.000;2250.000;2156.250;2062.500;2343.750;2343.750;2062.500;2343.750;2343.750;2343.750;2437.500;2718.750;2906.250;2343.750;2906.250;2062.500;2625.000;2625.000;1781.250;1687.500;1687.500;1875.000;2062.500;1968.750;2343.750;2250.000;2062.500;1875.000;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1875.000;2062.500;2062.500;1968.750;1875.000;1875.000;1781.250;1875.000;1875.000;2718.750;1875.000;2812.500;2625.000;2625.000;2718.750;2062.500;2062.500;2062.500;2156.250;2062.500;1968.750;1968.750;1968.750;1875.000;2531.250;2437.500;2343.750;2343.750;1687.500;1687.500;1687.500;1687.500;1687.500;1687.500;1968.750;1593.750;1593.750;1687.500;2062.500;1781.250;1781.250;2062.500;2437.500;2531.250;2906.250;1593.750;1968.750;1875.000;1781.250;1781.250;1687.500;1593.750;3000.000;1875.000;1781.250;1875.000;2062.500;2062.500;1968.750;1968.750;2156.250;1968.750;1968.750;1968.750;1968.750;1968.750;2156.250;2156.250;1968.750;1968.750;1875.000;1875.000;1875.000;1875.000;2062.500;1781.250;2062.500;1687.500,3000,1406.25,1687.5,2718.75,1031.25,2156.25,2,5,Song,3,NA,C,G,FALSE,63000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:30,06:30,630
2095,CH1_SD37_20210303_074000-1,138,Spectrogram 1,1,143.0949247,146.5385678,3428.571,1327.434,2343.75,3.373,2343.750;1968.750;2625.000;2250.000;2156.250;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;1968.750;2062.500;1968.750;2343.750;2062.500;2343.750;2062.500;2062.500;1406.250;1875.000;1781.250;1406.250;1875.000;2062.500;2250.000;2906.250;2156.250;2718.750;2062.500;1968.750;1968.750;2062.500;1968.750;1593.750;1781.250;1968.750;1875.000;1406.250;2156.250;2156.250;2062.500;1406.250;1968.750;2531.250;2531.250;1406.250;2156.250;1687.500;1593.750;2437.500;1406.250;2343.750;2343.750;2250.000;2250.000;2156.250;2531.250;2531.250;2718.750;1500.000;1500.000;1500.000;1406.250;2062.500;1781.250;2437.500;2062.500;1968.750;2062.500;2062.500;1500.000;1968.750;1968.750;2062.500;1875.000;2062.500;1875.000;1968.750;1781.250;1875.000;1875.000;1875.000;1781.250;1781.250;1875.000;1781.250;2531.250;1968.750;2437.500;2437.500;2531.250;2531.250;2625.000;2531.250;1687.500;1500.000;2437.500;2437.500;2250.000;1875.000;1406.250;2437.500;1968.750;1500.000;2062.500;2812.500;2531.250;2531.250;1406.250;2437.500;2625.000;1500.000;2531.250;1406.250;2625.000;1406.250;2531.250;2718.750;1593.750;2625.000;2531.250;2343.750;3187.500;1593.750;2250.000;1875.000;1406.250;1406.250;1406.250;1875.000;2625.000;1406.250;1968.750;2531.250;1875.000;1687.500;2343.750;2156.250;1500.000;1406.250;1406.250;1406.250;2531.250;2343.750;3375.000;2625.000;3375.000;2718.750;2625.000;1593.750;2156.250;2062.500;1875.000;1406.250;2812.500;2812.500;2812.500;2625.000;2343.750;2343.750;1406.250;1593.750;3000.000;1406.250;1406.250;1781.250;2437.500;1687.500;1406.250;2906.250;2812.500;2625.000;2625.000;2625.000;2437.500;2250.000;2437.500;2718.750;2718.750;2625.000;2625.000;2531.250;1406.250;2625.000;1406.250;2343.750;2718.750;2437.500;2531.250;2625.000;2625.000;2625.000;2718.750;2625.000;2906.250;1968.750;2812.500;2812.500;1406.250;2906.250;1500.000;1875.000;2812.500;2718.750;2718.750;2343.750;2437.500;1687.500;1687.500;1781.250;1781.250;1406.250;1781.250;1781.250;1593.750;1781.250;2062.500;1781.250;2625.000;2531.250;2343.750;2250.000;2062.500;2062.500;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;2062.500;2062.500;2250.000;1875.000;1968.750;2531.250;1875.000;2250.000;2343.750;2062.500;2343.750;2437.500;1687.500;1687.500;1875.000;1968.750;1593.750;1593.750;1968.750;1781.250;2156.250;1781.250;2062.500;1968.750;1875.000;1687.500;1687.500;1593.750;1593.750;1687.500;1968.750;1406.250;1406.250;2531.250;2531.250;2625.000;2625.000;2531.250;2531.250;2625.000;2531.250;2531.250;2343.750;2437.500;2437.500;2437.500;2437.500;2437.500;2531.250;1406.250;2531.250;2531.250;2343.750;2531.250;2531.250;2437.500;2531.250;2531.250;2531.250;1687.500;1781.250;2062.500;2531.250;1968.750;1500.000;3187.500;2531.250;1875.000;1500.000;2531.250;2625.000;1687.500;2718.750;1593.750;1687.500;1500.000;2250.000;1875.000;1968.750;1500.000;2531.250;2812.500;1968.750;2625.000;3281.250;2625.000;2250.000;2625.000;2343.750;2531.250;2531.250;2531.250;2531.250;2625.000;1968.750;2156.250;2156.250;2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;1968.750;2062.500;2156.250;2156.250;2156.250;2062.500;2718.750;2437.500;2437.500;2625.000;2718.750;2625.000;2625.000;2906.250;2812.500;2812.500;2718.750;2718.750;2906.250;2812.500;2812.500;2625.000;2812.500;1875.000;1968.750;2062.500;1968.750;1875.000;1875.000;1875.000;2062.500;2812.500;2812.500;2812.500;2062.500;1875.000;1875.000;1968.750;1968.750;1875.000;1968.750;1968.750;1875.000;1968.750;1968.750;1875.000;2062.500;1968.750;2062.500;2062.500;1968.750;1687.500;1968.750;1593.750;2062.500;2531.250;2531.250;2531.250;2437.500;2531.250;2531.250;2531.250;2437.500;2437.500;2437.500;2156.250;2062.500;2062.500;1968.750;1593.750;2437.500;2062.500;1781.250;2156.250;2437.500;2343.750;1875.000;2156.250;1875.000;2156.250;1406.250;2156.250;2437.500;1687.500;1968.750;2156.250;2156.250;2156.250;1406.250;1968.750;2343.750;2062.500;2062.500;2531.250;1687.500;1781.250;1968.750;2437.500;2437.500;2437.500;2437.500;2343.750;2343.750;2156.250;2250.000;2250.000;2156.250;2156.250;1687.500;2156.250;1687.500;2250.000;2156.250;1687.500;1687.500;1406.250;2343.750;1500.000;2156.250;1500.000;1593.750;1406.250;1968.750;1406.250;2812.500;2062.500;2062.500;2437.500;1875.000;2062.500;2062.500;1406.250;1406.250;1500.000;1406.250;1406.250;1406.250;1781.250;1406.250;1406.250;1500.000;1500.000;1406.250;1593.750;1593.750;3281.250;2531.250;2718.750;1875.000;2437.500;2906.250;2625.000;2625.000;2625.000;2531.250;2625.000;2531.250;2531.250;2718.750;2718.750;2625.000;1500.000;1500.000;1875.000;1687.500;1406.250;1593.750;3187.500;2531.250;2625.000;1593.750;2625.000;2718.750;2718.750;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000;2625.000;2625.000;3000.000;2906.250;2625.000;2812.500;2906.250;2906.250;2906.250;2625.000;2906.250;2906.250;2625.000;2812.500;1968.750;1875.000;2531.250;2156.250;2062.500;2343.750;2062.500;2062.500;1500.000;1875.000;2906.250;2062.500;1875.000;2062.500;1968.750;1968.750;2062.500;2062.500;2062.500;2062.500;1968.750;1593.750;2437.500;2437.500;2437.500;2437.500;2437.500;2531.250;2437.500;2531.250;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;2531.250;2437.500;2437.500;2718.750;2625.000;2531.250;2718.750;2062.500;2718.750;2437.500;1875.000;1968.750;2343.750;2156.250;2531.250;2437.500;1875.000;1875.000;2531.250;2343.750;1968.750;2062.500;2250.000;2062.500;1968.750;2437.500;2625.000;1968.750;1593.750;1781.250;3000.000;1781.250;2062.500;1968.750;1875.000;1875.000;1781.250;1968.750;2343.750;3187.500;2437.500;2437.500;2437.500;3187.500;2531.250;2343.750;2437.500;2343.750;1968.750;2062.500;2062.500;1968.750;1968.750;1968.750;2156.250;1968.750;2156.250;1968.750;2625.000;2531.250;2437.500;2343.750;2625.000;2531.250;3375.000;3375.000,3375,1406.25,1781.25,3000,1218.75,2062.5,2,15,Song,2,NA,C,G,FALSE,74000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:30,07:30,740
2104,CH1_SD37_20210303_074000-1,134,Spectrogram 1,1,140.5554932,140.9025679,3132.743,1510.112,2437.5,2.594,2625.000;3000.000;2625.000;2062.500;1968.750;2531.250;2625.000;2531.250;3000.000;2906.250;2906.250;2906.250;2906.250;2437.500;3000.000;2906.250;2906.250;2625.000;2906.250;2906.250;3000.000;2625.000;3093.750;2437.500;2718.750;2718.750;2812.500;2812.500;2718.750;2625.000;2625.000;1968.750;2062.500;2062.500;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;2531.250;2531.250;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000;2625.000;2531.250;2531.250;2437.500;2156.250;2156.250;2062.500;1968.750;1968.750,3093.75,1875,1875,2906.25,1031.25,1968.75,2,3,Song,1,NA,C,G,FALSE,74000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:30,07:30,740
2111,CH1_SD37_20210303_074000-1,154,Spectrogram 1,1,147.7972522,149.8507779,3248.12,1513.514,2437.5,3.219,2625.000;2812.500;2437.500;2812.500;3093.750;2625.000;2718.750;2812.500;3093.750;2906.250;2906.250;2906.250;2906.250;1875.000;1968.750;2812.500;2906.250;2906.250;2906.250;2437.500;2062.500;2437.500;2531.250;2531.250;2531.250;2906.250;2812.500;2812.500;2812.500;2531.250;2531.250;2531.250;2812.500;2812.500;2812.500;2531.250;2812.500;2812.500;3187.500;2531.250;2531.250;2437.500;2250.000;2250.000;2250.000;2718.750;2812.500;2812.500;2156.250;2156.250;1968.750;2062.500;1968.750;2062.500;2437.500;1968.750;1968.750;1968.750;2062.500;1968.750;1968.750;1968.750;2062.500;1687.500;1593.750;2062.500;2062.500;2812.500;2531.250;2625.000;2625.000;2625.000;2531.250;2625.000;2625.000;2531.250;2437.500;2437.500;2531.250;2531.250;2062.500;2531.250;2343.750;2531.250;2250.000;2250.000;2250.000;2531.250;2531.250;2250.000;2156.250;2531.250;2343.750;2531.250;2531.250;2531.250;2531.250;2531.250;2343.750;2437.500;2156.250;1968.750;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;2062.500;1875.000;2437.500;2062.500;2062.500;1968.750;2062.500;2062.500;2062.500;2250.000;1968.750;1968.750;2531.250;2062.500;1781.250;2437.500;2062.500;2062.500;2062.500;2062.500;2062.500;1781.250;2625.000;1968.750;1593.750;2531.250;1781.250;1687.500;1968.750;2156.250;1968.750;2343.750;2062.500;1593.750;1687.500;1687.500;1687.500;1593.750;2531.250;2531.250;2531.250;1781.250;2531.250;2062.500;2343.750;1875.000;1593.750;2062.500;2156.250;2062.500;1593.750;1593.750;1968.750;2343.750;1593.750;1875.000;1687.500;2062.500;2062.500;1593.750;2156.250;2343.750;3000.000;2531.250;1781.250;2156.250;3093.750;1687.500;2437.500;2156.250;1968.750;1875.000;1593.750;3093.750;1968.750;1875.000;1968.750;2531.250;2812.500;1781.250;2718.750;2625.000;1593.750;2718.750;1781.250;2625.000;2062.500;2718.750;2625.000;3187.500;3000.000;2812.500;2250.000;1781.250;3000.000;3187.500;3093.750;1781.250;1593.750;1687.500;1593.750;2625.000;1781.250;2250.000;2062.500;2343.750;1593.750;1687.500;1687.500;1593.750;2718.750;1781.250;2343.750;2718.750;1781.250;1968.750;2437.500;1687.500;1968.750;1593.750;2437.500;2531.250;2437.500;2343.750;2625.000;2531.250;1875.000;1593.750;1875.000;1968.750;1875.000;2812.500;2250.000;2343.750;1593.750;2343.750;2531.250;1968.750;1687.500;1593.750;2343.750;2343.750;2437.500;1875.000;1968.750;3093.750;1875.000;3093.750;1781.250;2906.250;3000.000;1781.250;2343.750;1593.750;3093.750;1593.750;1687.500;3000.000;1687.500;1781.250;1875.000;1875.000;1875.000;1875.000;1968.750;1968.750;2062.500;2156.250;2343.750;2531.250;2718.750;2812.500;2812.500;2906.250;3000.000;3093.750;1968.750;1593.750;2156.250;2625.000;2437.500;2718.750;2250.000;2250.000;1968.750;2062.500;1781.250;1968.750;2812.500;2718.750;2531.250;2062.500;1593.750;1593.750;1781.250;3187.500;3093.750;3093.750;2625.000;1875.000;2062.500;1875.000;2250.000;1687.500;2437.500;1593.750;2531.250;2250.000;1687.500;2343.750;2437.500;2250.000;2531.250;2625.000;3000.000;3000.000;2906.250;2812.500;2812.500;2812.500;3000.000;2906.250;2812.500;2906.250;2906.250;2906.250;2906.250;2906.250;2718.750;2062.500;3000.000;2437.500;3000.000;2906.250;3000.000;2906.250;2906.250;2906.250;3000.000;2906.250;2906.250;2906.250;1875.000;1875.000;1875.000;1875.000;1875.000;2062.500;1875.000;1875.000;1875.000;2156.250;2437.500;2437.500;2437.500;2531.250;2531.250;2531.250;2531.250;2531.250;1968.750;1968.750;1968.750;2156.250;2062.500;1875.000;2062.500;1875.000;1875.000;2718.750;2718.750;2625.000;2531.250;2531.250;1968.750;2531.250;2718.750,3187.5,1593.75,1875,2906.25,1031.25,2062.5,2,7,Song,3,NA,C,G,FALSE,74000,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:30,07:30,740
2123,CH1_SD37_20210303_075500-2,162,Spectrogram 1,1,151.2101553,151.5716914,2405.405,1027.027,1875,3.079,1781.250;2156.250;2062.500;1875.000;1875.000;1875.000;1875.000;2156.250;1875.000;1875.000;1781.250;1968.750;1875.000;1875.000;1875.000;1875.000;1968.750;1687.500;1406.250;1687.500;1687.500;1125.000;1406.250;1218.750;1687.500;1781.250;1125.000;1968.750;1875.000;1781.250;1875.000;1781.250;1968.750;1781.250;1968.750;1968.750;1875.000;1875.000;2156.250;1875.000;1593.750;2062.500;2156.250;2062.500;2062.500;1875.000;1875.000;1875.000;1781.250;1593.750;1875.000;1406.250;1500.000;1406.250;1406.250;1312.500;1500.000;1312.500;1218.750;1500.000;1593.750;1593.750;2062.500;2062.500;1593.750;1968.750;1593.750,2156.25,1125,1125,2156.25,1031.25,1875,2,3,Song,1,NA,C,B,FALSE,75500,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:45,07:30,755
2126,CH1_SD37_20210303_075500-2,166,Spectrogram 1,1,154.99038,155.4531462,3012.876,1648.069,2343.75,3.295,1687.500;2718.750;2437.500;2437.500;2250.000;2156.250;2250.000;2625.000;2718.750;2625.000;2531.250;1687.500;1781.250;2625.000;1781.250;1875.000;2531.250;1687.500;1687.500;2062.500;1687.500;2906.250;2437.500;1781.250;2343.750;2250.000;2625.000;2250.000;2437.500;2437.500;1875.000;2250.000;2343.750;2906.250;2156.250;1968.750;2250.000;3000.000;1781.250;2812.500;2625.000;3000.000;2718.750;1968.750;1968.750;2343.750;1875.000;2343.750;2437.500;2531.250;2812.500;1687.500;1781.250;3000.000;1687.500;2343.750;1687.500;2343.750;3000.000;2625.000;2625.000;1875.000;2531.250;1875.000;2156.250;2156.250;2156.250;3000.000;1968.750;2718.750;1875.000;2062.500;2343.750;2062.500;2062.500;1875.000;1875.000;2250.000;1781.250;1968.750;2812.500;2906.250;2062.500;1875.000;1687.500;2812.500,3000,1687.5,1687.5,2906.25,1218.75,2625,2,2,Song,2,NA,C,B,FALSE,75500,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:45,07:30,755
2127,CH1_SD37_20210303_075500-3,169,Spectrogram 1,1,161.4835741,162.0070784,2678.112,1364.807,2062.5,2.743,1406.250;2437.500;2531.250;2343.750;2250.000;2343.750;2343.750;2343.750;2437.500;2437.500;2343.750;2343.750;2437.500;2343.750;2343.750;2437.500;2343.750;2343.750;2343.750;2343.750;2437.500;2437.500;2343.750;2437.500;2437.500;2437.500;2437.500;2437.500;2343.750;2062.500;2531.250;2437.500;1406.250;1500.000;1875.000;2250.000;1593.750;2437.500;1781.250;2625.000;1875.000;1406.250;2156.250;2156.250;2156.250;2343.750;2062.500;1875.000;2062.500;1781.250;1781.250;1875.000;1781.250;1781.250;1781.250;1781.250;1875.000;1781.250;1687.500;1781.250;1968.750;2156.250;2531.250;1593.750;1687.500;1781.250;1781.250;1781.250;2156.250;1406.250;1781.250;2062.500;1781.250;1875.000;1781.250;1875.000;1781.250;1968.750;1781.250;1875.000;1875.000;1875.000;1875.000;1875.000;2062.500;2062.500;1968.750;1875.000;2062.500;1875.000;1968.750;1687.500;2062.500;1875.000;1875.000;1968.750;2531.250,2625,1406.25,1593.75,2531.25,937.5,2343.75,2,3,Song,1,NA,C,G,FALSE,75500,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:45,07:30,755
2130,CH1_SD37_20210303_075500-3,173,Spectrogram 1,1,168.1416289,168.7085175,2755.365,1493.562,1968.75,3.029,2156.250;2625.000;2531.250;2250.000;2156.250;2156.250;2250.000;2531.250;2156.250;2343.750;2062.500;2062.500;2625.000;1875.000;2625.000;2718.750;2062.500;1500.000;1500.000;1500.000;2625.000;1500.000;1593.750;2062.500;1687.500;1593.750;2250.000;1500.000;1687.500;2437.500;2437.500;1875.000;2343.750;1593.750;1500.000;2156.250;1687.500;1875.000;1781.250;1687.500;1687.500;1593.750;1781.250;1687.500;1687.500;1687.500;1781.250;2250.000;2250.000;2156.250;1968.750;1875.000;1875.000;1968.750;2062.500;1875.000;1968.750;1875.000;1687.500;1968.750;1875.000;2062.500;1875.000;1875.000;1875.000;1500.000;1968.750;1500.000;1687.500;1593.750;2250.000;1781.250;1875.000;1875.000;1687.500;2625.000;1875.000;1875.000;1687.500;1875.000;1781.250;2062.500;1968.750;2062.500;2437.500;1968.750;1875.000;2062.500;1875.000;1875.000;1968.750;2062.500;2156.250;1875.000;1875.000;1781.250;2156.250;1593.750;2062.500;1593.750;1968.750;1781.250;2062.500;1500.000;1593.750,2718.75,1500,1593.75,2625,1031.25,2250,2,3,Song,2,NA,C,B,FALSE,75500,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:45,07:30,755
2138,CH1_SD37_20210303_075500-5,89,Spectrogram 1,1,75.32811952,76.02675214,2655.962,1138.269,1781.25,3.144,2437.500;2437.500;2437.500;2250.000;2343.750;2437.500;2437.500;2437.500;2250.000;2250.000;2250.000;2250.000;1781.250;1593.750;1781.250;2250.000;2250.000;2062.500;1687.500;1500.000;2437.500;1312.500;2437.500;2250.000;2625.000;2437.500;2250.000;2625.000;1218.750;1312.500;2343.750;1312.500;2062.500;1312.500;1218.750;2437.500;2343.750;1406.250;2250.000;1312.500;2156.250;1593.750;2625.000;1406.250;1687.500;1406.250;1312.500;2156.250;1406.250;2625.000;1687.500;1781.250;1687.500;2531.250;1218.750;2437.500;1593.750;1968.750;2343.750;1968.750;2625.000;1500.000;1500.000;2531.250;2156.250;2062.500;1781.250;1781.250;1593.750;1781.250;1593.750;1593.750;1593.750;1593.750;1968.750;1968.750;1593.750;1593.750;1687.500;1687.500;1312.500;1218.750;1687.500;1406.250;2250.000;2250.000;1218.750;2343.750;2343.750;1593.750;2343.750;2343.750;2250.000;2062.500;2062.500;2062.500;1968.750;2062.500;1968.750;2062.500;2062.500;1968.750;2062.500;1968.750;1968.750;1968.750;1968.750;1781.250;1875.000;1687.500;1687.500;1500.000;1406.250;1593.750;1312.500;1593.750;1312.500;1593.750;1406.250;1406.250;1593.750;1312.500;1500.000;1500.000;1406.250;1406.250;1406.250;1875.000;2531.250;1968.750,2625,1218.75,1312.5,2531.25,1218.75,1593.75,2,3,Song,1,NA,C,G,TRUE,75500,20210303,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,07:45,07:30,755
2139,CH1_SD37_20210304_053500-6,177,Spectrogram 1,1,173.9621439,174.1298966,2538.462,1794.872,2156.25,2.384,1968.750;2250.000;2343.750;2156.250;2250.000;2062.500;2343.750;2062.500;1875.000;2156.250;2531.250;2343.750;2343.750;2531.250;2156.250;2343.750;2437.500;2437.500;2343.750;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;2156.250;1968.750,2531.25,1875,1968.75,2437.5,468.75,2156.25,2,2,Song,1,NA,C,B,FALSE,53500,20210304,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,05:30,05:30,535
2142,CH1_SD37_20210304_061500-6,180,Spectrogram 1,1,183.2393732,183.74098,2993.318,1564.103,1968.75,2.618,2531.250;2531.250;2625.000;2625.000;2625.000;2531.250;2625.000;2718.750;2437.500;2437.500;2343.750;2343.750;2250.000;2531.250;2625.000;2625.000;1781.250;2625.000;2625.000;2625.000;2625.000;2250.000;2625.000;2625.000;2625.000;2625.000;2906.250;2531.250;2718.750;2906.250;2250.000;2906.250;2531.250;2625.000;2625.000;2625.000;2625.000;2531.250;2531.250;2343.750;2437.500;2437.500;2156.250;2718.750;2531.250;2531.250;2531.250;2156.250;1968.750;2062.500;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1968.750;1875.000;1968.750;1968.750;1875.000;1968.750;1968.750;1875.000;1875.000;1875.000;1968.750;1781.250;1593.750;1968.750;1781.250;2343.750;1781.250;2250.000;1968.750;1968.750;1875.000;1968.750;1968.750;1875.000;1781.250;1968.750;1875.000;1781.250;1875.000;1781.250;1687.500,2906.25,1593.75,1781.25,2718.75,937.5,1968.75,2,3,Song,1,NA,C,G,FALSE,61500,20210304,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,615
2145,CH1_SD37_20210304_061500-6,184,Spectrogram 1,1,189.3281294,189.8603105,3051.282,1538.462,1968.75,2.653,2718.750;2625.000;2718.750;2718.750;2812.500;2906.250;2718.750;2625.000;2625.000;2531.250;2625.000;2718.750;2625.000;2625.000;2625.000;2906.250;2906.250;2625.000;2625.000;2718.750;2625.000;2625.000;2625.000;2062.500;2062.500;2343.750;2718.750;2906.250;1968.750;1875.000;2250.000;2718.750;2625.000;2625.000;1781.250;1687.500;1687.500;1687.500;1875.000;2625.000;2625.000;2531.250;2812.500;2062.500;1968.750;2531.250;2156.250;2625.000;3000.000;2906.250;2437.500;2062.500;2062.500;2062.500;2343.750;1968.750;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1875.000;1781.250;1968.750;1875.000;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;1968.750;1968.750;1968.750;1875.000;1875.000;1968.750;2343.750;1687.500;1968.750;2156.250;2156.250;1781.250;1875.000;1781.250;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1875.000;1968.750,3000,1687.5,1781.25,2718.75,937.5,1968.75,2,3,Song,2,NA,C,G,FALSE,61500,20210304,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,06:15,06:00,615
2150,CH1_SD37_20210304_082000-2,93,Spectrogram 1,1,81.52504843,81.95261736,3518.287,1345.228,2250,2.995,2718.750;2718.750;2718.750;2906.250;2718.750;3093.750;3093.750;3000.000;2812.500;2812.500;3000.000;2718.750;2718.750;2718.750;2812.500;2812.500;3000.000;2906.250;1500.000;3000.000;3093.750;2812.500;2906.250;1875.000;2906.250;2062.500;2343.750;2531.250;2625.000;2343.750;2625.000;2625.000;2625.000;2625.000;3000.000;2062.500;2625.000;2531.250;2343.750;2156.250;2156.250;2062.500;2062.500;2156.250;2156.250;2718.750;2343.750;2343.750;2250.000;2343.750;2250.000;1875.000;1968.750;1687.500;1875.000;1875.000;1875.000;2343.750;1781.250;2062.500;1781.250;2062.500;2250.000;2062.500;2250.000;2062.500;2437.500;2437.500;2437.500;2437.500;2437.500;2437.500;2062.500;1968.750;1968.750;1875.000;1968.750;2156.250;1968.750;2343.750,3093.75,1500,1687.5,3093.75,1406.25,2718.75,2,3,Song,1,NA,C,G,TRUE,82000,20210304,Restored,Chhichari,CH_1,2021,Winter_2021,Restored,Restored,08:15,08:00,820
